node,time_s,breaths_per_min,band_power_ratio
1,55.034,15.901,0.75
1,55.068,15.901,0.75
1,55.12,15.901,0.75
1,55.261,20.444,0.75
1,55.289,20.444,0.75
1,55.392,20.444,0.75
1,55.465,20.444,0.75
1,55.56,20.444,0.75
1,55.683,20.444,0.75
1,55.785,20.444,0.75
1,55.836,20.444,0.75
1,55.886,20.444,0.75
1,55.939,20.444,0.75
1,55.989,20.444,0.75
1,56.042,20.444,0.75
1,56.091,20.444,0.75
1,56.143,20.444,0.75
1,56.211,20.444,0.75
1,56.296,20.444,0.75
1,56.399,20.444,0.75
1,56.451,20.444,0.75
1,56.501,20.444,0.75
1,56.555,22.715,0.625
1,56.603,22.715,0.625
1,56.69,22.715,0.625
1,56.744,22.715,0.625
1,56.794,22.715,0.625
1,56.825,22.715,0.625
1,56.864,22.715,0.625
1,56.91,22.715,0.625
1,56.962,22.715,0.625
1,57.014,22.715,0.625
1,57.066,22.715,0.625
1,57.115,22.715,0.625
1,57.168,22.715,0.625
1,57.218,22.715,0.625
1,57.29,22.715,0.625
1,57.32,22.715,0.625
1,57.416,22.715,0.625
1,57.439,22.715,0.625
1,57.493,22.715,0.625
1,57.544,18.172,0.0
1,57.601,18.172,0.0
1,57.63,18.172,0.0
1,57.684,18.172,0.0
1,57.73,18.172,0.0
1,57.785,18.172,0.0
1,57.832,18.172,0.0
1,57.885,18.172,0.0
1,57.935,18.172,0.0
1,57.986,18.172,0.0
1,58.038,18.172,0.0
1,58.091,18.172,0.0
1,58.14,18.172,0.0
1,58.243,18.172,0.0
1,58.295,18.172,0.0
1,58.345,18.172,0.0
1,58.396,18.172,0.0
1,58.447,18.172,0.0
1,58.499,18.172,0.0
1,58.549,18.172,0.0
1,58.601,18.172,0.0
1,58.652,18.172,0.0
1,58.724,18.172,0.0
1,58.756,18.172,0.0
1,58.806,18.172,0.0
1,58.86,18.172,0.0
1,58.912,18.172,0.0
1,58.965,18.172,0.0
1,59.011,18.172,0.0
1,59.061,18.172,0.0
1,59.166,18.172,0.0
1,59.232,18.172,0.0
1,59.266,18.172,0.0
1,59.32,18.172,0.0
1,59.386,18.172,0.0
1,59.436,18.172,0.0
1,59.471,18.172,0.0
1,59.507,18.172,0.0
1,59.547,13.629,0.625
1,59.573,13.629,0.625
1,59.596,13.629,0.625
1,59.646,13.629,0.625
1,59.692,13.629,0.625
1,59.744,13.629,0.625
1,59.783,13.629,0.625
1,59.829,13.629,0.625
1,59.88,13.629,0.625
1,59.933,13.629,0.625
1,59.983,13.629,0.625
1,60.034,13.629,0.625
1,60.085,13.629,0.625
1,60.155,13.629,0.625
1,60.187,13.629,0.625
1,60.257,13.629,0.625
1,60.291,13.629,0.625
1,60.342,13.629,0.625
1,60.409,13.629,0.625
1,60.483,13.629,0.625
1,60.512,13.629,0.625
1,60.562,13.629,0.625
1,60.597,13.629,0.625
1,60.649,13.629,0.625
1,60.751,13.629,0.625
1,60.806,13.629,0.625
1,60.855,13.629,0.625
1,60.904,13.629,0.625
1,61.003,13.629,0.625
1,61.154,13.629,0.625
1,61.212,13.629,0.625
1,61.282,13.629,0.625
1,61.314,13.629,0.625
1,61.357,13.629,0.625
1,61.416,13.629,0.625
1,61.459,13.629,0.625
1,61.511,13.629,0.625
1,61.537,13.629,0.625
1,61.561,13.629,0.625
1,61.638,13.629,0.625
1,61.69,13.629,0.625
1,61.74,13.629,0.625
1,61.792,13.629,0.625
1,61.826,13.629,0.625
1,61.878,13.629,0.625
1,61.929,13.629,0.625
1,61.98,13.629,0.625
1,62.055,13.629,0.625
1,62.125,13.629,0.625
1,62.15,13.629,0.625
1,62.253,13.629,0.625
1,62.303,13.629,0.625
1,62.339,13.629,0.625
1,62.489,13.629,0.625
1,62.54,13.629,0.625
1,62.644,13.629,0.625
1,62.697,13.629,0.625
1,62.747,13.629,0.5
1,62.799,13.629,0.5
1,62.85,13.629,0.5
1,62.902,13.629,0.5
1,62.952,13.629,0.5
1,63.005,13.629,0.5
1,63.054,13.629,0.5
1,63.157,13.629,0.5
1,63.181,13.629,0.5
1,63.235,13.629,0.5
1,63.261,13.629,0.5
1,63.282,13.629,0.5
1,63.334,13.629,0.5
1,63.364,13.629,0.5
1,63.409,13.629,0.5
1,63.44,13.629,0.5
1,63.464,13.629,0.5
1,63.487,13.629,0.5
1,63.536,13.629,0.5
1,63.567,13.629,0.375
1,63.619,13.629,0.375
1,63.669,13.629,0.375
1,63.721,13.629,0.375
1,63.772,13.629,0.375
1,63.823,13.629,0.375
1,63.874,13.629,0.375
1,63.927,13.629,0.375
1,63.976,13.629,0.375
1,64.028,13.629,0.375
1,64.079,13.629,0.375
1,64.131,13.629,0.375
1,64.181,13.629,0.375
1,64.248,13.629,0.375
1,64.283,13.629,0.375
1,64.335,13.629,0.375
1,64.386,13.629,0.375
1,64.493,13.629,0.375
1,64.544,13.629,0.375
1,64.648,13.629,0.625
1,64.693,13.629,0.625
1,64.781,13.629,0.625
1,64.884,13.629,0.625
1,64.915,13.629,0.625
1,64.965,13.629,0.625
1,65.001,13.629,0.625
1,65.052,13.629,0.625
1,65.103,13.629,0.625
1,65.155,13.629,0.625
1,65.207,13.629,0.625
1,65.272,13.629,0.625
1,65.308,13.629,0.625
1,65.361,13.629,0.625
1,65.41,13.629,0.625
1,65.512,13.629,0.625
1,65.555,13.629,0.625
1,65.602,13.629,0.625
1,65.659,13.629,0.625
1,65.712,13.629,0.625
1,65.734,13.629,0.625
1,65.787,13.629,0.625
1,65.82,13.629,0.625
1,65.874,13.629,0.625
1,65.922,13.629,0.625
1,65.996,13.629,0.625
1,66.041,13.629,0.625
1,66.113,13.629,0.625
1,66.23,13.629,0.625
1,66.3,13.629,0.625
1,66.331,13.629,0.625
1,66.384,13.629,0.625
1,66.437,13.629,0.625
1,66.537,13.629,0.625
1,66.589,13.629,0.625
1,66.64,13.629,0.625
1,66.691,13.629,0.625
1,66.742,13.629,0.625
1,66.792,13.629,0.375
1,66.843,13.629,0.375
1,66.895,13.629,0.375
1,66.947,13.629,0.375
1,66.997,13.629,0.375
1,67.048,13.629,0.375
1,67.124,13.629,0.375
1,67.15,13.629,0.375
1,67.253,13.629,0.375
1,67.303,13.629,0.375
1,67.355,13.629,0.375
1,67.428,13.629,0.375
1,67.529,13.629,0.375
1,67.561,13.629,0.375
1,67.613,13.629,0.375
1,67.663,13.629,0.375
1,67.714,13.629,0.375
1,67.782,13.629,0.375
1,67.834,13.629,0.375
1,67.867,13.629,0.75
1,67.97,13.629,0.75
1,68.073,13.629,0.75
1,68.175,13.629,0.75
1,68.28,13.629,0.75
1,68.336,13.629,0.75
1,68.38,13.629,0.75
1,68.499,13.629,0.75
1,68.57,13.629,0.75
1,68.601,13.629,0.75
1,68.653,13.629,0.75
1,68.687,13.629,0.75
1,68.738,13.629,0.75
1,68.812,13.629,0.75
1,68.862,13.629,0.75
1,68.892,13.629,0.75
1,68.943,13.629,0.75
1,68.994,13.629,0.75
1,69.027,13.629,0.75
1,69.079,13.629,0.625
1,69.113,13.629,0.625
1,69.165,13.629,0.625
1,69.199,13.629,0.625
1,69.267,13.629,0.625
1,69.303,13.629,0.625
1,69.354,13.629,0.625
1,69.404,13.629,0.625
1,69.455,13.629,0.625
1,69.506,13.629,0.625
1,69.608,13.629,0.625
1,69.711,13.629,0.625
1,69.762,13.629,0.625
1,69.815,13.629,0.625
1,69.864,13.629,0.625
1,69.915,13.629,0.625
1,69.968,13.629,0.625
1,70.018,13.629,0.625
1,70.07,13.629,0.625
1,70.12,9.086,0.625
1,70.173,9.086,0.625
1,70.222,9.086,0.625
1,70.275,9.086,0.625
1,70.324,9.086,0.625
1,70.378,9.086,0.625
1,70.428,9.086,0.625
1,70.481,9.086,0.625
1,70.53,9.086,0.625
1,70.581,9.086,0.625
1,70.632,9.086,0.625
1,70.685,9.086,0.625
1,70.735,9.086,0.625
1,70.787,9.086,0.625
1,70.838,9.086,0.625
1,70.889,9.086,0.625
1,70.94,9.086,0.625
1,70.992,9.086,0.625
1,71.043,9.086,0.625
1,71.096,13.629,0.75
1,71.144,13.629,0.75
1,71.25,13.629,0.75
1,71.299,13.629,0.75
1,71.35,13.629,0.75
1,71.403,13.629,0.75
1,71.451,13.629,0.75
1,71.499,13.629,0.75
1,71.623,13.629,0.75
1,71.657,13.629,0.75
1,71.709,13.629,0.75
1,71.758,13.629,0.75
1,71.811,13.629,0.75
1,71.861,13.629,0.75
1,71.914,13.629,0.75
1,71.963,13.629,0.75
1,72.011,13.629,0.75
1,72.062,13.629,0.75
1,72.083,13.629,0.75
1,72.116,11.358,0.0
1,72.171,11.358,0.0
1,72.237,11.358,0.0
1,72.271,11.358,0.0
1,72.32,11.358,0.0
1,72.373,11.358,0.0
1,72.444,11.358,0.0
1,72.476,11.358,0.0
1,72.528,11.358,0.0
1,72.578,11.358,0.0
1,72.629,11.358,0.0
1,72.681,11.358,0.0
1,72.783,11.358,0.0
1,72.835,11.358,0.0
1,72.886,11.358,0.0
1,72.93,11.358,0.0
1,72.97,11.358,0.0
1,72.998,11.358,0.0
1,73.052,11.358,0.0
1,73.09,11.358,0.0
1,73.142,11.358,0.0
1,73.192,11.358,0.0
1,73.347,11.358,0.0
1,73.397,11.358,0.0
1,73.443,11.358,0.0
1,73.496,11.358,0.0
1,73.517,11.358,0.0
1,73.587,11.358,0.0
1,73.619,11.358,0.0
